Term;Stemmed;Variations;Getting started;Types and functions;Defining types, streamlining functions;Functional programming;Writing a library: working with JSON data;Using typeclasses;Input and output;Efficient file processing, regular expressions, and file name matching;I/O case study: a library for searching the filesystem;Code case study: parsing a binary data format;Testing and quality assurance;Barcode recognition;Data structures;Monads;Programming with monads;The Parsec parsing library;The foreign function interface;Monad transformers;Error handling;Systems programming;Working with databases;Web client programming;GUI programming;Basic concurrent and parallel programming;Profiling and tuning for performance;Advanced library design: building a Bloom filter;Network programming;Software transactional memory
core;core;cores, core;0;0;0;0;2;1;1;0;0;0;1;1;0;5;0;0;3;1;0;0;0;0;1;42;12;5;0;0
testing [see quality assurance];testing [ see quality assurance ];testing [see quality assurance];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
overlappinginstances language extension;overlappinginstances language extension;overlappinginstances language extension;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
automatic derivation;automatic derivation;automatic derivation;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
multiplication (*) option;multiplication (*) option;multiplication (*) option;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
barcode;barcode;barcodes, barcode;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
left-biased function;left-biased function;left-biased functions, left-biased function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
executable;executable;executables, executable;0;0;0;2;9;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0
monadplus;monadplus;monadplus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
random value;random value;random values, random value;0;0;0;0;0;0;0;0;0;0;4;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EAN-13 barcodes;EAN-13 barcodes;EAN-13 barcodes;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
purity 2nd 3rd [see also pure functions];purity 2nd 3rd [ see also pure function ];purity 2nd 3rd [see also pure functions];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
numeric escape;numeric escape;numeric escapes, numeric escape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
word64 type;word64 type;word64 type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAFs (constant applicative forms);cafs ( constant applicative form );CAFs (constant applicative forms);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
handling;handling;handling;0;1;0;3;0;2;6;6;0;1;0;1;0;0;0;2;0;1;23;4;3;0;1;1;0;0;2;0
solution map;solution map;solution maps, solution map;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
strong type;strong type;strong types, strong type;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getmodificationtime function;getmodificationtime function;getmodificationtime function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
floating-point number;floating-point number;floating-point numbers, floating-point number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
delete function;delete function;delete function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ghci interpreter 2nd;ghci interpreter 2nd;ghci interpreter 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
glade;glade;glade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0
anonymous type;anonymous type;anonymous types, anonymous type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
evaluation strategy;evaluation strategy;evaluation strategies, evaluation strategy;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0
constructor;constructor;constructors, constructor;0;0;71;17;17;32;0;1;3;4;3;0;7;26;12;2;8;6;2;0;1;0;0;9;6;5;0;6
glob pattern;glob pattern;glob patterns, glob pattern;0;0;0;0;0;0;0;14;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
defining new;defining new;defining new;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
definition;definition;definitions, definition;3;5;20;32;18;13;0;12;7;18;2;3;2;29;7;4;5;2;0;0;0;0;1;5;0;4;0;3
Control.Parallel.Strategies module;Control.Parallel.Strategies module;Control.Parallel.Strategies module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parsec CSV file;parsec csv file;Parsec CSV files, Parsec CSV file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
recip function;recip function;recip function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
split-base Cabal flag;split-base Cabal flag;split-base Cabal flag;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
help command (ghci);help command ( ghci );help command (ghci);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
:set prompt 2nd;: set prompt 2nd;:set prompt 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHC-Options property;GHC-Options property;GHC-Options property;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
take function;take function;take function;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
signature;signature;signatures, signature;0;20;4;6;8;1;0;5;3;2;0;7;0;12;2;2;3;6;1;0;0;0;0;1;0;1;0;0
where clause 2nd;where clause 2nd;where clause 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rendering;rendering;rendering;0;0;0;0;17;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guard;guard;guards, guard;0;1;18;6;0;0;0;1;0;0;0;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;11
openfile function 2nd;openfile function 2nd;openfile function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.ByteString.Lazy.Char8 module;Data.ByteString.Lazy.Char8 module;Data.ByteString.Lazy.Char8 module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
high-order function;high-order function;high-order functions, high-order function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
base case;base case;base case;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
pivot;pivot;pivots, pivot;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
perl;perl;perl;1;2;0;3;0;0;1;10;0;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0
synonym;synonym;synonyms, synonym;2;0;7;2;0;4;0;1;4;0;0;6;0;6;0;2;1;5;0;0;0;0;0;1;0;0;0;0
generalizednewtypederiving extension 2nd;generalizednewtypederiving extension 2nd;generalizednewtypederiving extension 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
networking;networking;networking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0
type keyword;type keyword;type keyword;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PCRE library and;PCRE library and;PCRE library and;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
list monad;list monad;list monads, list monad;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0
filename matching;filename matching;filename matching;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSS format;rss format;RSS format;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
strict;strict;strict;0;6;0;6;0;0;0;8;1;1;0;4;1;0;0;0;3;1;0;0;3;0;0;11;22;0;0;0
pcre_fullinfo function;pcre_fullinfo function;pcre_fullinfo function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gtk2h;gtk2h;gtk2hs, gtk2h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randoms function;randoms function;randoms function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Control.Monad.Error module 2nd 3rd;Control.Monad.Error module 2nd 3rd;Control.Monad.Error module 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UIDs (user IDs);uids ( user ids );UIDs (user IDs);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ghc compiler 2nd;ghc compiler 2nd;ghc compiler 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
modifyMVar function;modifymvar function;modifyMVar function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wadler;wadler;wadler;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
function;function;functions, function;12;113;76;290;71;54;88;98;100;105;45;74;50;145;50;49;90;32;53;38;33;8;41;52;15;82;3;42
DST (Daylight Saving Time);dst ( daylight saving time );DST (Daylight Saving Time);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
strict evaluation 2nd;strict evaluation 2nd;strict evaluation 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randomr function;randomr function;randomr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MonadIO typeclass;monadio typeclass;MonadIO typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I/O (input/output);I/O (input/output);I/O (input/output);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rem function;rem function;rem function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haskell Program Coverage (HPC);haskell program coverage ( hpc );Haskell Program Coverage (HPC);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
double hashing;double hashing;double hashing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
\t (tab) character;\ t ( tab ) character;\t (tab) character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
random number;random number;random numbers, random number;0;0;0;0;0;0;0;0;0;0;2;0;0;5;20;0;0;0;0;0;0;0;0;7;0;0;0;0
overlapping;overlapping;overlapping;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
qualified import;qualified import;qualified imports, qualified import;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
generics (java);generic ( java );generics (java);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lazy I/O;lazy I/O;lazy I/O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
module header;module header;module headers, module header;0;0;0;0;2;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
RPN (Reverse Polish Notation);rpn ( reverse polish notation );RPN (Reverse Polish Notation);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
components (types);component ( type );components (types);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
conditional with guards;conditional with guard;conditional with guards;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
external program;external program;external programs, external program;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
Control.Arrow module;Control.Arrow module;Control.Arrow module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
editing;editing;editing;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
line function;line function;line function;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
templates (c++);template ( c ++);templates (c++);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
numeric types 2nd;numeric type 2nd;numeric types 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
derivedatatypeable;derivedatatypeable;derivedatatypeable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
forkmanaged function;forkmanaged function;forkmanaged function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vs. tab character;vs. tab character;vs. tab characters, vs. tab character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foreign import declaration;foreign import declaration;foreign import declarations, foreign import declaration;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
sin function;sin function;sin function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alist (association lists);alist ( association list );alist (association lists);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bloom filter;bloom filter;bloom filters, bloom filter;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0
null value;null value;null values, null value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
unsafeIOToSTM function;unsafeiotostm function;unsafeIOToSTM function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Database.HDBC module;Database.HDBC module;Database.HDBC module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
manufacturer ID of barcodes;manufacturer id of barcodes;manufacturer ID of barcodes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UTC (Coordinated Universal Time);utc ( coordinated universal time );UTC (Coordinated Universal Time);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stderr function;stderr function;stderr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
composable functor;composable functor;composable functors, composable functor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IO monad;io monad;IO monad;0;2;0;0;0;0;7;0;5;0;0;0;0;8;9;1;2;7;10;0;0;0;0;1;0;2;0;5
boilerplate 2nd;boilerplate 2nd;boilerplate 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
processing [see file processing];processing [ see file processing ];processing [see file processing];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
types 2nd 3rd;type 2nd 3rd;types 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
takewhile function;takewhile function;takewhile function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wild card;wild card;wild card;0;0;11;5;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PCRE (Perl-compatible regular expression);PCRE (Perl-compatible regular expression);PCRE (Perl-compatible regular expression);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graphics.UI.Gtk module;Graphics.UI.Gtk module;Graphics.UI.Gtk module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lines function 2nd 3rd;line function 2nd 3rd;lines function 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
list comprehension;list comprehension;list comprehensions, list comprehension;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0
bison command;bison command;bison command;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUI programming;gui programming;GUI programming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
lazy reading;lazy reading;lazy reading;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;1;0
parser;parser;parsers, parser;0;1;0;0;0;5;0;0;0;25;0;2;0;1;1;68;0;0;10;0;0;4;0;1;0;0;0;0
row datum;row datum;row data, row datum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sfetchallrows' function;sfetchallrows ' function;sfetchallrows' function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lists 2nd 3rd 4th;list 2nd 3rd 4th;lists 2nd 3rd 4th;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
metadatum;metadatum;metadata, metadatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
newtype keyword;newtype keyword;newtype keyword;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
projection function;projection function;projection functions, projection function;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
file;file;files, file;6;14;12;30;44;5;89;36;52;22;9;4;6;2;13;15;23;0;4;30;4;18;25;38;4;25;0;5
-fvia-C GHC option;-fvia-C GHC option;-fvia-C GHC option;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
subtraction (-) option;subtraction (-) option;subtraction (-) option;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parsec;parsec;parsec;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;42;0;0;1;0;0;0;0;0;0;0;0;0
naming;naming;naming;0;2;4;0;2;1;1;1;2;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
binary I/O;binary I/O;binary I/O;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lazy evaluation;lazy evaluation;lazy evaluations, lazy evaluation;0;3;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0
partial function;partial function;partial functions, partial function;0;1;0;8;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monadtrans class;monadtrans class;monadtrans class;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
unboxed value in arrays;unboxed value in array;unboxed values in arrays, unboxed value in arrays;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsc2h;hsc2h;hsc2hs, hsc2h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fedora linux;fedora linux;fedora linux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HPC;hpc;HPC;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
immutable state;immutable state;immutable states, immutable state;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
HNF (head normal form);hnf ( head normal form );HNF (head normal form);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enum keyword (C/C++);enum keyword (C/C++);enum keyword (C/C++);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lock order inversion;lock order inversion;lock order inversion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
thread map;thread map;thread maps, thread map;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
vs. I/O;vs. I/O;vs. I/O;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parsetimes function;parsetimes function;parsetimes function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
logical and (&&);logical and (&&);logical and (&&);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quickquery' function 2nd;quickquery ' function 2nd;quickquery' function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mutable array;mutable array;mutable arrays, mutable array;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
oracle;oracle;oracle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
:type command 2nd;: type command 2nd;:type command 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pcre_compile function;pcre_compile function;pcre_compile function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
algebraic;algebraic;algebraic;0;0;21;3;2;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
currying;currying;currying;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.List.lookup function;Data.List.lookup function;Data.List.lookup function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
POSIX regular expression;posix regular expression;POSIX regular expressions, POSIX regular expression;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
showhex function;showhex function;showhex function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
prop_one_present function;prop_one_present function;prop_one_present function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hprint function;hprint function;hprint function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
compact function;compact function;compact function;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mplus function;mplus function;mplus function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CPP;cpp;CPP;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
value constructor;value constructor;value constructors, value constructor;0;0;25;1;3;3;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
STM (software transactional memory);stm ( software transactional memory );STM (software transactional memory);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
insert function;insert function;insert function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
number system of barcodes;number system of barcodes;number systems of barcodes, number system of barcodes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
